timestamp,node_id,region,availability_zone,shard_id,operations_per_sec,cpu_utilization_percent,memory_utilization_percent,disk_usage_percent,disk_read_mbps,disk_write_mbps,network_in_mbps,network_out_mbps,is_healthy,last_heartbeat_seconds,is_leader,replication_lag_ms,cache_hit_rate_percent,error_count,connections,key_count,data_size_gb
2024-01-01 00:00:00,node-us-east-1a-01,us-east-1,1a,shard-001,263,25.492651324980923,60.841285813712446,51.84562548940676,52.88175871879352,83.91166875491645,21.809907960278295,10.6862383208901,True,0,True,0,89.19315217704505,0,337,2733206,57.74482655081775
2024-01-01 00:00:00,node-us-east-1b-02,us-east-1,1b,shard-002,605,33.719922714673444,78.11036694119323,60.602689768335495,101.41602040557832,172.25268867772115,46.03944678275359,31.212153529406248,True,0,False,31,90.25648229351762,0,352,4760400,96.36972113886752
2024-01-01 00:00:00,node-us-east-1c-03,us-east-1,1c,shard-001,254,25.583766500310578,68.94976703569107,45.177174916201025,52.15394928874336,89.72104025942038,23.56808615944874,12.622927928445854,True,0,False,21,96.05540936323486,0,449,4634632,41.55195378392116
2024-01-01 00:00:00,node-us-west-2a-01,us-west-2,2a,shard-003,127,22.613101261067328,67.43468525904667,64.65451045867307,24.72962283915358,44.89551232505228,8.29956501268232,5.363609439306886,True,0,True,0,86.72040618518653,0,149,3416103,21.24642195983503
2024-01-01 00:00:00,node-us-west-2b-02,us-west-2,2b,shard-004,505,31.1024150920021,53.68465649025157,58.57573650242728,107.84202174932521,142.50045403535347,45.637386949317694,27.3722072853763,True,0,False,1,95.07716129658255,0,289,2201813,55.027544662641176
2024-01-01 00:00:00,node-eu-west-1a-01,eu-west-1,1a,shard-002,561,29.138730844944167,76.21325374717134,54.84416704618418,129.3613519708187,151.75950655934994,38.80347718648449,26.450225292794556,True,0,False,50,87.2777019589133,0,273,4770801,21.72065976942229
2024-01-01 00:15:00,node-us-east-1a-01,us-east-1,1a,shard-001,715,32.54123645166676,76.9416708215787,30.723168160720302,160.41868976180453,246.86006661624373,64.90595251730839,38.058063421391886,True,0,True,0,92.35407105847196,0,487,4007723,39.53675609531308
2024-01-01 00:15:00,node-us-east-1b-02,us-east-1,1b,shard-002,712,32.95987642941603,54.31253235307194,67.31984722091988,150.5713697238099,237.25551585196948,64.97891903734485,35.29663603485895,True,0,False,38,97.66555001181992,0,447,2446160,66.82865653352906
2024-01-01 00:15:00,node-us-east-1c-03,us-east-1,1c,shard-001,334,27.305241857723686,62.49382906156721,35.061201209993115,59.01121305586129,98.10225805248544,22.94059832608145,14.91004101394809,True,0,False,44,96.30399224793297,0,307,3038943,67.86711407378856
2024-01-01 00:15:00,node-us-west-2a-01,us-west-2,2a,shard-003,259,24.328156585075632,49.653408226263444,58.188827231774695,42.874128288780575,73.46250529142472,22.213361336380668,14.891871616631397,True,0,True,0,86.2497103399646,0,381,2581063,42.098818298721
2024-01-01 00:15:00,node-us-west-2b-02,us-west-2,2b,shard-004,122,22.60942332662879,56.725590408819215,59.746452511897175,23.069840178907537,31.095424431348583,8.165197951696506,5.28921076648611,True,0,False,30,86.56834527677161,0,160,3119351,38.731298405810264
2024-01-01 00:15:00,node-eu-west-1a-01,eu-west-1,1a,shard-002,406,29.5217317933325,41.50034251385528,44.377084345869164,87.31807034514975,111.35185820042297,26.689253887503995,23.377980848721375,True,0,False,24,97.35186426522074,0,463,4861209,65.2414912698913
2024-01-01 00:30:00,node-us-east-1a-01,us-east-1,1a,shard-001,496,28.49788296805612,42.11685162934524,60.168434029382425,101.736456036385,178.5450613043873,33.15273208187479,28.57657788742481,True,0,True,0,97.79112982594226,0,464,4346466,68.61966266531624
2024-01-01 00:30:00,node-us-east-1b-02,us-east-1,1b,shard-002,491,27.907761919535663,78.87942786855248,47.84877706691354,113.004061381107,133.7335012828233,35.81049684811628,26.02522758780163,True,0,False,41,90.62151475711141,0,397,4238480,73.21203411415769
2024-01-01 00:30:00,node-us-east-1c-03,us-east-1,1c,shard-001,384,28.81223034694088,58.29574666119926,65.00070788994358,72.97068784847136,116.14546742824109,33.00419889016995,22.644559128636782,True,0,False,12,87.8631365719286,0,112,1654619,29.546371231315803
2024-01-01 00:30:00,node-us-west-2a-01,us-west-2,2a,shard-003,435,28.655968633259963,57.748839244897255,42.883193221331766,82.06425837946495,145.5004942101246,30.855565679036204,23.339385091520516,True,0,True,0,86.77036990159553,0,350,3759575,80.62535203728979
2024-01-01 00:30:00,node-us-west-2b-02,us-west-2,2b,shard-004,362,28.44238865514611,65.7034916022541,62.83566108379852,71.9512050552569,106.35091908578787,29.27219085038999,16.6092591152531,True,0,False,48,93.52802407078283,0,130,1933234,49.98618857860319
2024-01-01 00:30:00,node-eu-west-1a-01,eu-west-1,1a,shard-002,398,29.337428613487866,76.47313350321129,37.12124688326149,68.5744321807529,95.6939731467531,33.23980691606317,22.754801034866293,True,0,False,11,96.0718038124743,0,477,3968735,53.02378766255916
2024-01-01 00:45:00,node-us-east-1a-01,us-east-1,1a,shard-001,216,23.89531977826582,77.0519610889693,39.64278401871785,49.975654559654984,57.319740583072466,14.864559388163563,12.593900716404805,True,0,True,0,85.01721414836237,0,153,3993920,34.50917139804026
2024-01-01 00:45:00,node-us-east-1b-02,us-east-1,1b,shard-002,196,23.19809058253819,56.82460606375831,53.636619236798,32.1234943093447,50.70150834103782,12.76646050831474,10.964247686037593,True,0,False,48,94.0652496136793,0,392,1227082,25.731225372635258
2024-01-01 00:45:00,node-us-east-1c-03,us-east-1,1c,shard-001,299,26.16574806457385,46.406414213249974,37.45327366625315,62.15991540109292,73.72538311401357,28.61489693031899,13.736027655463792,True,0,False,21,85.20747447034695,0,372,4539719,40.12194270393479
2024-01-01 00:45:00,node-us-west-2a-01,us-west-2,2a,shard-003,188,24.071019274453064,72.95180305393667,39.26732565500734,42.2893749755615,56.14215061853237,12.853325662905958,7.567296356566832,True,0,True,0,90.12204108160097,0,71,2341695,49.86768014008475
2024-01-01 00:45:00,node-us-west-2b-02,us-west-2,2b,shard-004,282,26.707497868244953,41.32482903200921,44.30261090886275,49.09874059916786,72.81638332155502,25.71073173480258,14.738207689324259,True,0,False,11,96.58150853590116,0,218,1215202,51.06860891470291
2024-01-01 00:45:00,node-eu-west-1a-01,eu-west-1,1a,shard-002,276,26.282340543459497,78.70817404414942,63.62839164554572,58.8834304016811,86.17171099462097,19.18352983090973,14.449254334828945,True,0,False,8,85.53160778570034,0,231,4453013,27.476564672433987
