timestamp,region,replication_lag_ms,replication_throughput_mbps,replication_queue_size,consistency_violations,data_durability_percent,raft_term,leader_elections,network_partition_detected,bytes_replicated_gb,replication_connections,is_primary_region,sync_status,is_peak_hour
2024-01-01 00:00:00,us-east-1,4.052617593057372,23.00675796611867,218,0,99.99924284051635,347,2,False,399.1612626584017,44,True,IN_SYNC,False
2024-01-01 00:00:00,us-west-2,16.614073222441764,40.630883998385585,315,0,99.99976011004624,160,2,False,404.2982319877048,19,False,IN_SYNC,False
2024-01-01 00:00:00,eu-west-1,57.085346140371044,80.4035660432279,335,0,99.99999462023399,107,1,False,436.4888550546485,23,False,IN_SYNC,False
2024-01-01 00:00:00,ap-southeast-1,109.81732565480505,23.539293392148977,772,0,99.99946940240265,127,2,False,274.31642611782195,31,False,LAGGING,False
2024-01-01 00:15:00,us-east-1,4.678320001530191,94.49460389441198,778,0,99.99841874466016,132,0,False,219.46771055484498,50,True,IN_SYNC,False
2024-01-01 00:15:00,us-west-2,18.580593087887554,43.840482578290356,670,0,99.99934205958854,223,1,False,198.27318674866405,20,False,IN_SYNC,False
2024-01-01 00:15:00,eu-west-1,55.32605047249775,56.2958965956893,101,0,99.99973412208192,416,2,False,346.1066659197652,20,False,IN_SYNC,False
2024-01-01 00:15:00,ap-southeast-1,104.26024350808841,57.78635503473966,646,0,99.99916445946089,364,1,False,343.2885880490482,30,False,LAGGING,False
2024-01-01 00:30:00,us-east-1,5.941275190197734,73.34928639296916,925,0,99.99855345184154,352,1,False,383.06246403050653,22,True,IN_SYNC,False
2024-01-01 00:30:00,us-west-2,13.547030900061193,59.8258311820764,820,0,99.99916540121652,376,0,False,476.00395859374856,37,False,IN_SYNC,False
2024-01-01 00:30:00,eu-west-1,54.96591569677336,86.16111621239342,900,0,99.99893267207068,356,2,False,447.6487078236755,30,False,IN_SYNC,False
2024-01-01 00:30:00,ap-southeast-1,115.09952671411135,83.70228329912658,87,0,99.999597096837,180,0,False,144.36552710591172,48,False,LAGGING,False
2024-01-01 00:45:00,us-east-1,5.45407223022422,56.03259817852583,635,0,99.9986788393242,144,2,False,386.18099878793504,47,True,IN_SYNC,False
2024-01-01 00:45:00,us-west-2,13.657477114615483,72.50059305483579,457,0,99.9993641464242,485,1,False,439.7768653387318,50,False,IN_SYNC,False
2024-01-01 00:45:00,eu-west-1,53.62326548872301,50.67539760397817,998,0,99.99832039643833,334,3,False,110.33592761115143,26,False,IN_SYNC,False
2024-01-01 00:45:00,ap-southeast-1,91.61557040297436,67.40821843984347,607,0,99.9989369689873,401,0,False,244.40855545190053,25,False,IN_SYNC,False
2024-01-01 01:00:00,us-east-1,4.132820518083992,74.24322609108916,930,0,99.9984317271807,424,2,False,149.57463236705166,20,True,IN_SYNC,False
2024-01-01 01:00:00,us-west-2,15.84366437064727,90.12571997669778,961,0,99.99834519169464,148,2,False,430.06195372758475,22,False,IN_SYNC,False
2024-01-01 01:00:00,eu-west-1,67.02995736721493,60.76249228586205,934,0,99.99892290699434,300,1,False,358.4350061565706,47,False,IN_SYNC,False
2024-01-01 01:00:00,ap-southeast-1,146.62476500347657,54.59419928724235,379,0,99.99954100426875,172,1,False,381.98537569434745,48,False,LAGGING,False
2024-01-01 01:15:00,us-east-1,6.415415341224091,79.20462077147464,346,0,99.99986707638362,200,0,False,458.14454390166185,16,True,IN_SYNC,False
2024-01-01 01:15:00,us-west-2,17.658795650151916,22.25506799052158,328,0,99.99847150720481,400,3,False,417.30222463410007,48,False,IN_SYNC,False
2024-01-01 01:15:00,eu-west-1,65.81998651604484,84.67893125473711,828,0,99.99832387082104,183,3,False,342.38725410303493,30,False,IN_SYNC,False
2024-01-01 01:15:00,ap-southeast-1,126.77845217285346,59.315742288395874,122,0,99.9986616230717,186,3,False,468.89366446984616,46,False,LAGGING,False
2024-01-01 01:30:00,us-east-1,6.639787012616306,60.387432229658955,387,0,99.99856411821375,364,1,False,279.6349445937896,26,True,IN_SYNC,False
2024-01-01 01:30:00,us-west-2,16.799407646376515,99.85631693856972,689,0,99.9987688402107,274,2,False,409.8275591853482,28,False,IN_SYNC,False
2024-01-01 01:30:00,eu-west-1,46.78075122382509,36.254825437209945,240,0,99.99844989008207,223,0,False,179.39696730667637,24,False,IN_SYNC,False
2024-01-01 01:30:00,ap-southeast-1,107.43991604315424,41.40160380328147,509,0,99.99965783993453,435,3,False,490.75488714196064,44,False,LAGGING,False
2024-01-01 01:45:00,us-east-1,6.715379188811987,60.30027731583006,512,0,99.9989940272457,451,2,False,140.59800779070133,22,True,IN_SYNC,False
2024-01-01 01:45:00,us-west-2,17.650121347925804,35.55762829842115,596,0,99.99902526379648,290,0,False,306.1832790900545,18,False,IN_SYNC,False
2024-01-01 01:45:00,eu-west-1,44.02098294686966,42.33957262614346,587,0,99.999350352613,337,2,False,136.06281064151517,22,False,IN_SYNC,False
2024-01-01 01:45:00,ap-southeast-1,88.14099577515677,85.55363583406756,800,0,99.99939857797199,338,2,False,355.86792111914576,28,False,IN_SYNC,False
2024-01-01 02:00:00,us-east-1,6.322091149850708,72.41475709396337,927,0,99.99815276281963,500,1,False,214.43632124358274,17,True,IN_SYNC,False
2024-01-01 02:00:00,us-west-2,17.82660504612816,96.17753168181142,179,0,99.99883266224136,236,0,False,238.39474537139392,32,False,IN_SYNC,False
