timestamp,region,country,city,data_center,local_hour,requests_per_sec,data_transferred_mbps,avg_latency_ms,avg_cross_region_latency_ms,replication_lag_ms,node_count,storage_used_tb,cost_per_gb,carbon_footprint_kg,renewable_energy_percent,is_local_peak
2024-01-01 00:00:00,North America,USA,Virginia,us-east-1,0,919,86.66676653438763,2.08765728689147,105.16666666666667,88.36050743636433,5,25.982823164778758,0.06457868279860755,0.8218053280578508,88.14614820795336,False
2024-01-01 00:00:00,North America,USA,Oregon,us-west-2,21,641,77.81090409284266,2.4653641768945476,108.5,57.38154018508269,5,84.44759012692154,0.08350331622918505,0.3190794614641158,61.69184577292627,False
2024-01-01 00:00:00,Europe,Ireland,Dublin,eu-west-1,5,511,67.52027011596701,1.1215304036602318,138.5,12.926236614767511,6,47.458403451458125,0.035943354637741926,0.4271347173985706,96.79213874443238,False
2024-01-01 00:00:00,Asia Pacific,Singapore,Singapore,ap-southeast-1,13,2394,306.77246669633945,7.195386512763582,151.83333333333334,26.803270771261232,3,10.692394005522695,0.09952383722183286,2.20945037730012,54.479512853592745,True
2024-01-01 00:00:00,Asia Pacific,Japan,Tokyo,ap-northeast-1,14,2652,180.64829092567288,3.162496743055892,143.5,61.92071662439576,5,59.37231218824608,0.04780719412224245,1.2984395034181087,78.11024019154732,True
2024-01-01 00:00:00,South America,Brazil,São Paulo,sa-east-1,2,366,56.96758449253032,3.3638857299901326,176.83333333333334,12.264932489750505,5,13.644013220428823,0.09851993227367599,0.16710039190294873,68.76358152259039,False
2024-01-01 03:00:00,North America,USA,Virginia,us-east-1,3,802,121.94815718423284,1.7944473696899532,105.16666666666667,25.076758024278263,3,43.5799587929975,0.06579871078635631,0.3903507679227769,61.420524746121544,False
2024-01-01 03:00:00,North America,USA,Oregon,us-west-2,0,769,46.30852237551965,4.991682691807601,108.5,55.600298888278175,6,34.59603772895302,0.07104796379515668,0.1449867789195895,50.18526607380852,False
2024-01-01 03:00:00,Europe,Ireland,Dublin,eu-west-1,8,389,19.838672159185943,1.7888920741095806,138.5,13.524431106487954,2,95.49050691878335,0.08033639907134643,0.35232489813860246,62.061215429717734,False
2024-01-01 03:00:00,Asia Pacific,Singapore,Singapore,ap-southeast-1,16,2552,139.6815848409247,8.790119050127135,151.83333333333334,81.07235051509844,5,30.22208793395696,0.06125321494110414,2.3143766465806563,87.14751781679304,True
2024-01-01 03:00:00,Asia Pacific,Japan,Tokyo,ap-northeast-1,17,2991,219.83379538619215,4.293994808944994,143.5,50.44206296454171,6,89.5422316912806,0.02980187291840613,2.679028045056309,96.56356987059748,True
2024-01-01 03:00:00,South America,Brazil,São Paulo,sa-east-1,5,298,43.90114715496221,1.0931556873345447,176.83333333333334,81.75486859314026,6,23.64828684929471,0.08813966883322473,0.07636093980131337,72.19201363221,False
2024-01-01 06:00:00,North America,USA,Virginia,us-east-1,6,885,120.38702314697278,3.234786381971006,105.16666666666667,16.43258802495486,4,23.601236250588197,0.022727306090652623,0.4662735192330439,80.76046998065374,False
2024-01-01 06:00:00,North America,USA,Oregon,us-west-2,3,244,41.64570404382243,4.718714875921113,108.5,84.14272458833328,2,67.06436155509189,0.0988561538760973,0.11669930002140583,55.713997177617806,False
2024-01-01 06:00:00,Europe,Ireland,Dublin,eu-west-1,11,3894,650.4938151627698,8.24430583388969,138.5,22.5427138532647,3,26.36830708055654,0.08850089112433367,3.076952334579344,67.82028590463324,True
2024-01-01 06:00:00,Asia Pacific,Singapore,Singapore,ap-southeast-1,19,910,77.33956026602625,2.5208229907120434,151.83333333333334,93.52729295399963,3,71.38451710999607,0.05381336425414272,0.7694589879130262,75.80915729353946,False
2024-01-01 06:00:00,Asia Pacific,Japan,Tokyo,ap-northeast-1,20,689,39.48617079460254,2.0982076355549566,143.5,91.60987730372804,2,91.95731042109274,0.09377193930106648,0.2612783912833879,99.2695805489291,False
2024-01-01 06:00:00,South America,Brazil,São Paulo,sa-east-1,8,702,39.8318587202196,3.0344269880208126,176.83333333333334,26.44395302574032,4,44.9198284383729,0.07206981213311471,0.5043118905248918,98.60289128238776,False
2024-01-01 09:00:00,North America,USA,Virginia,us-east-1,9,3891,547.4324089606986,4.873245926448045,105.16666666666667,78.526341021261,5,90.80176274914075,0.06498431327941835,0.5886612033713866,87.84330675558111,True
2024-01-01 09:00:00,North America,USA,Oregon,us-west-2,6,764,49.873757499665366,0.6725500106374852,108.5,16.172903100048188,4,27.174270794024334,0.09651785906730535,0.2883327709895206,84.54508522662343,False
2024-01-01 09:00:00,Europe,Ireland,Dublin,eu-west-1,14,2000,333.6442455709593,3.9397218322856444,138.5,65.59317102929019,4,79.10009301306864,0.022194139623035118,1.9298204344430767,82.13721637902569,True
2024-01-01 09:00:00,Asia Pacific,Singapore,Singapore,ap-southeast-1,22,920,84.83825092962466,2.772122057577469,151.83333333333334,61.84758793385038,2,82.63143824582573,0.06731110378703327,0.14281335223355174,92.12147404269993,False
2024-01-01 09:00:00,Asia Pacific,Japan,Tokyo,ap-northeast-1,23,548,73.68939011106424,0.5733431469370598,143.5,43.23966343613686,2,59.11620466135637,0.05645575908966957,0.32511625184259924,91.28830524657934,False
2024-01-01 09:00:00,South America,Brazil,São Paulo,sa-east-1,11,1821,206.8830088040139,8.703460756015758,176.83333333333334,73.31561660144601,3,47.84763269479376,0.04082185198701601,0.5173992679267473,86.29092799958876,True
2024-01-01 12:00:00,North America,USA,Virginia,us-east-1,12,3034,316.11772283487346,4.460987636940352,105.16666666666667,70.9298036291589,4,14.082518320686674,0.042157929909391385,2.64549124883745,59.23003181797502,True
2024-01-01 12:00:00,North America,USA,Oregon,us-west-2,9,3188,209.88658597064776,7.756798277120319,108.5,74.30232440282671,3,26.67824687576186,0.0693613678596336,1.7093247568230043,93.07227489393001,True
2024-01-01 12:00:00,Europe,Ireland,Dublin,eu-west-1,17,4103,344.23508367647605,2.485410739148778,138.5,60.360392435696745,2,87.2256677996002,0.04370951683014669,3.1134410239165007,66.9804840282465,True
2024-01-01 12:00:00,Asia Pacific,Singapore,Singapore,ap-southeast-1,1,877,67.02194401902149,3.0586625186355723,151.83333333333334,27.900976200793377,5,56.14357708926243,0.09910321323306587,0.8749268653230214,81.35886885807696,False
2024-01-01 12:00:00,Asia Pacific,Japan,Tokyo,ap-northeast-1,2,879,123.77842527153393,2.957175834131173,143.5,86.32670780170837,2,25.863577150416504,0.028589550400829576,0.25328355687118265,87.83264281756499,False
