timestamp,eviction_policy,cache_hit_rate_percent,cache_miss_rate_percent,eviction_rate_per_sec,memory_usage_percent,avg_access_time_ms,policy_switches,active_access_pattern,cost_per_hit_ms,total_cost_ms,cache_size_mb,items_cached,is_peak_hour
2024-01-01 00:00:00,ARC,93.36841128222616,6.631588717773839,0.8370160431277219,62.86205685992421,0.22921138280581665,0,zipfian,0.03359218627668555,33.59218627668555,1024,1334423,False
2024-01-01 00:00:00,LRU,89.4807950204325,10.519204979567508,0.8646585388439519,72.79019482106031,0.383595157564231,0,temporal_locality,0.03980446904040195,39.80446904040195,1024,870555,False
2024-01-01 00:00:00,LFU,83.86622595037697,16.133774049623028,0.6087156386401987,73.040828384024,0.4371443972157366,0,zipfian,0.028572259329367994,28.572259329367995,1024,1932789,False
2024-01-01 00:00:00,W-TinyLFU,93.46908700934374,6.530912990656268,0.14322165233868006,61.57475328970903,0.2885883831364163,0,temporal_locality,0.048649265719125805,48.64926571912581,1024,1749551,False
2024-01-01 00:00:00,Adaptive,94.31512365651716,5.684876343482836,0.2754441617430074,84.5944877093348,0.1697959892218345,3,zipfian,0.04300208171038734,43.00208171038734,1024,1684343,False
2024-01-01 00:30:00,ARC,93.06213855890124,6.937861441098758,0.14683263452868725,79.91726598684983,0.11337609273334498,0,scanning,0.016071472043151878,16.07147204315188,1024,1357208,False
2024-01-01 00:30:00,LRU,86.51436811825421,13.485631881745785,0.316121231891756,64.92186495216852,0.3330751202117941,0,temporal_locality,0.01615652928887525,16.156529288875248,1024,1250320,False
2024-01-01 00:30:00,LFU,85.59900457606523,14.40099542393477,0.136563826628856,79.5879526609866,0.23088254544788753,0,random,0.040440293858060375,40.44029385806037,1024,1011431,False
2024-01-01 00:30:00,W-TinyLFU,93.96396626241071,6.036033737589297,0.5795652303276979,67.4274786608284,0.4776902034835019,0,mixed,0.042872207160939195,42.8722071609392,1024,539502,False
2024-01-01 00:30:00,Adaptive,94.20798941187948,5.792010588120522,0.4275939758138553,79.51910528341917,0.2630354922434202,3,scanning,0.048446999974829666,48.446999974829666,1024,958396,False
2024-01-01 01:00:00,ARC,93.32269720479637,6.677302795203632,0.8302533554170773,80.43243836873323,0.19279514490386573,0,mixed,0.047722338015524245,47.722338015524244,1024,1917004,False
2024-01-01 01:00:00,LRU,86.87282637749408,13.127173622505929,0.23345572927365157,77.90117936744701,0.2857827692335424,0,temporal_locality,0.017544194384498557,17.544194384498557,1024,1272113,False
2024-01-01 01:00:00,LFU,85.94775247121686,14.052247528783147,0.7280504738160302,83.42852979979725,0.22914136342204472,0,random,0.017401122476638782,17.401122476638783,1024,1165944,False
2024-01-01 01:00:00,W-TinyLFU,95.80423114343401,4.195768856565996,0.9495497017718085,79.35656293860896,0.3457481503867037,0,mixed,0.023843797268677566,23.843797268677566,1024,1443522,False
2024-01-01 01:00:00,Adaptive,97.90858341259295,2.0914165874070467,0.2739045190631981,80.07599197077947,0.3702587209373972,0,scanning,0.02677042927664522,26.77042927664522,1024,1147966,False
2024-01-01 01:30:00,ARC,92.37098320294292,7.6290167970570755,0.3624813303823097,85.04238995455296,0.13130275179425982,0,scanning,0.027636104734794775,27.636104734794774,1024,643935,False
2024-01-01 01:30:00,LRU,86.33844824436441,13.661551755635582,0.9626313183030044,65.3774488437435,0.28727047614636647,0,temporal_locality,0.04030337375032257,40.30337375032257,1024,894631,False
2024-01-01 01:30:00,LFU,83.82271945582018,16.177280544179816,0.9478909438351488,70.85956650889088,0.28201737536463717,0,random,0.01590320574452294,15.90320574452294,1024,1019381,False
